1;12:45:26 AM;00:15:fa:d8:bb:00;ec:1f:72:f0:89:0b;802.11;-73 dBm;0;Probe Response; ; ; ;Internet;1; ;;;
2;12:45:26 AM;00:26:0a:ec:cb:a0;da:a1:19:af:2c:67;802.11;-85 dBm;0.356974;Probe Response;;;;Internet;1;;;;
3;12:45:26 AM;00:15:fa:d8:bb:00;88:b4:a6:6a:93:47;802.11;-75 dBm;0.142872;Probe Response;;;;Internet;1;;;;
4;12:45:28 AM;68:3e:34:2d:cc:11;ff:ff:ff:ff:ff:ff;802.11;-83 dBm;2.207019;Probe Request;Meizu;m2 note;Telephone;Internet5Ga;1;m2note;Smartphone - dual mode;;
5;12:45:29 AM;00:26:0a:ec:cb:a0;da:a1:19:c4:c6:ac;802.11;-83 dBm;0.313993;Probe Response;;;;Internet;1;;;;
6;12:45:29 AM;a4:50:46:43:3c:a7;ff:ff:ff:ff:ff:ff;802.11;-75 dBm;0.780154;Probe Request;;;;Internet5Ga;1;;;;
7;12:45:31 AM;00:15:fa:d8:bb:00;9a:b0:c2:26:4c:73;802.11;-73 dBm;1.691522;Probe Response;;;;Internet;1;;;;
8;12:45:32 AM;00:15:fa:d8:bb:00;7c:f9:0e:af:ab:89;802.11;-75 dBm;0.601716;Probe Response;;;;Internet;1;;;;
9;12:45:33 AM;da:a1:19:04:52:c8;ff:ff:ff:ff:ff:ff;802.11;-77 dBm;1.672832;Probe Request;;;;Internet;1;;;;
10;12:45:33 AM;da:a1:19:04:52:c8;ff:ff:ff:ff:ff:ff;802.11;-77 dBm;0.000631;Probe Request;;;;Internet5Ga;1;;;;
11;12:45:33 AM;da:a1:19:04:52:c8;ff:ff:ff:ff:ff:ff;802.11;-77 dBm;0.024399;Probe Request;;;;Internet;1;;;;
12;12:45:33 AM;da:a1:19:04:52:c8;ff:ff:ff:ff:ff:ff;802.11;-77 dBm;0.000629;Probe Request;;;;Internet5Ga;1;;;;
13;12:45:34 AM;7c:f9:0e:af:ab:89;ff:ff:ff:ff:ff:ff;802.11;-71 dBm;0.743525;Probe Request;;;;Internet;1;;;;
14;12:45:35 AM;04:56:04:bd:cb:fe;ff:ff:ff:ff:ff:ff;802.11;-83 dBm;1.013015;Probe Request;ALLVIEW;P9_Energy_mini;Telephone;Internet5Ga;1;P9_Energy_mini;Smartphone - dual mode;;
15;12:45:35 AM;00:26:0a:ec:cb:a0;04:56:04:bd:cb:fe;802.11;-85 dBm;0.001571;Probe Response;;;;Internet;1;;;;
16;12:45:35 AM;00:15:fa:d8:bb:00;04:56:04:bd:cb:fe;802.11;-81 dBm;0.064308;Probe Response;;;;Internet;1;;;;
17;12:45:36 AM;30:3a:64:74:91:b3;ff:ff:ff:ff:ff:ff;802.11;-45 dBm;0.947154;Probe Request;;;;Internet5Ga;1;;;;
18;12:45:36 AM;30:3a:64:74:91:b3;ff:ff:ff:ff:ff:ff;802.11;-47 dBm;0.001264;Probe Request;;;;Internet5Ga;1;;;;
19;12:45:37 AM;08:ee:8b:6c:0e:6f;ff:ff:ff:ff:ff:ff;802.11;-81 dBm;0.727564;Probe Request;;;;Internet;1;;;;
20;12:45:37 AM;00:26:0a:ec:cb:a0;08:ee:8b:6c:0e:6f;802.11;-95 dBm;0.003433;Probe Response;;;;Internet;1;;;;
