"No.","Time","Source","Destination","Protocol","Signal","Delta time","Information","Source manufacturer","Source model","Source type","Wlan SSID","Data rate Mbit/sec","Device name","Device type","New Column"
"1","14:47:02.214526","f0:18:98:37:e3:42","ff:ff:ff:ff:ff:ff","802.11","-89 dBm","0.000000","Probe Request","","","","","1","","",""
"2","14:47:02.216573","02:73:8d:a0:1c:47","f0:18:98:37:e3:42","802.11","-53 dBm","0.002047","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"3","14:47:02.218662","02:73:8d:a0:1c:47","f0:18:98:37:e3:42","802.11","-53 dBm","0.002089","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"4","14:47:02.224283","f0:18:98:37:e3:42","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","0.005621","Probe Request","","","","","1","","",""
"5","14:47:02.228315","02:73:8d:a0:1c:47","f0:18:98:37:e3:42","802.11","-53 dBm","0.004032","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"6","14:47:02.230288","02:73:8d:a0:1c:47","f0:18:98:37:e3:42","802.11","-53 dBm","0.001973","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"7","14:47:02.244829","02:73:8d:a0:1c:47","f0:18:98:37:e3:42","802.11","-53 dBm","0.014541","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"8","14:47:02.248433","02:73:8d:a0:1c:47","f0:18:98:37:e3:42","802.11","-53 dBm","0.003604","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"9","14:47:02.250813","02:73:8d:a0:1c:47","f0:18:98:37:e3:42","802.11","-53 dBm","0.002380","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"10","14:47:05.581025","02:73:8d:a0:1c:47","a0:28:ed:80:68:b9","802.11","-57 dBm","3.330212","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"11","14:47:05.582989","02:73:8d:a0:1c:47","a0:28:ed:80:68:b9","802.11","-59 dBm","0.001964","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"12","14:47:06.237146","d4:28:d5:c7:2f:01","ff:ff:ff:ff:ff:ff","802.11","-55 dBm","0.654157","Probe Request","TCL","Orange-Rise52","Telephone","","1","Orange-Rise52","Smartphone - dual mode",""
"13","14:47:06.247625","d4:28:d5:c7:2f:01","ff:ff:ff:ff:ff:ff","802.11","-55 dBm","0.010479","Probe Request","TCL","Orange-Rise52","Telephone","","1","Orange-Rise52","Smartphone - dual mode",""
"14","14:47:06.249675","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-55 dBm","0.002050","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"15","14:47:06.251565","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-69 dBm","0.001890","Probe Response","","","","Emikroszkop","1","","",""
"16","14:47:06.323408","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-57 dBm","0.071843","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"17","14:47:06.327237","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-69 dBm","0.003829","Probe Response","","","","Emikroszkop","1","","",""
"18","14:47:06.328782","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-71 dBm","0.001545","Probe Response","","","","Emikroszkop","1","","",""
"19","14:47:06.330738","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-57 dBm","0.001956","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"20","14:47:06.334946","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.004208","Probe Response","","","","Pince2","1","","",""
"21","14:47:06.336378","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001432","Probe Response","","","","Pince2","1","","",""
"22","14:47:06.337735","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001357","Probe Response","","","","Pince2","1","","",""
"23","14:47:06.339169","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001434","Probe Response","","","","Pince2","1","","",""
"24","14:47:06.343187","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-79 dBm","0.004018","Probe Response","","","","Pince2","1","","",""
"25","14:47:06.388558","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.045371","Probe Response","","","","Pince2","1","","",""
"26","14:47:06.389902","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001344","Probe Response","","","","Pince2","1","","",""
"27","14:47:06.391252","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001350","Probe Response","","","","Pince2","1","","",""
"28","14:47:06.392606","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-83 dBm","0.001354","Probe Response","","","","Pince2","1","","",""
"29","14:47:06.393922","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001316","Probe Response","","","","Pince2","1","","",""
"30","14:47:06.395301","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001379","Probe Response","","","","Pince2","1","","",""
"31","14:47:06.396691","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-83 dBm","0.001390","Probe Response","","","","Pince2","1","","",""
"32","14:47:06.398149","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001458","Probe Response","","","","Pince2","1","","",""
"33","14:47:21.597067","b0:48:7a:e7:fe:3e","bc:a5:8b:3a:d7:d2","802.11","-69 dBm","15.198918","Probe Response","","","","Emikroszkop","1","","",""
"34","14:47:22.256840","30:3a:64:74:91:b3","ff:ff:ff:ff:ff:ff","802.11","-43 dBm","0.659773","Probe Request","","","","","1","","",""
"35","14:47:22.265113","30:3a:64:74:91:b3","ff:ff:ff:ff:ff:ff","802.11","-43 dBm","0.008273","Probe Request","","","","","1","","",""
"36","14:47:22.267445","02:73:8d:a0:1c:47","30:3a:64:74:91:b3","802.11","-59 dBm","0.002332","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"37","14:47:22.269310","b0:48:7a:e7:fe:3e","30:3a:64:74:91:b3","802.11","-71 dBm","0.001865","Probe Response","","","","Emikroszkop","1","","",""
"38","14:47:22.271750","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-79 dBm","0.002440","Probe Response","","","","Pince2","1","","",""
"39","14:47:25.964165","b0:19:c6:23:c1:1e","ff:ff:ff:ff:ff:ff","802.11","-85 dBm","3.692415","Probe Request","","","","","1","","",""
"40","14:47:25.966300","02:73:8d:a0:1c:47","b0:19:c6:23:c1:1e","802.11","-61 dBm","0.002135","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"41","14:47:25.968401","02:73:8d:a0:1c:47","b0:19:c6:23:c1:1e","802.11","-61 dBm","0.002101","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"42","14:47:25.970674","02:73:8d:a0:1c:47","b0:19:c6:23:c1:1e","802.11","-61 dBm","0.002273","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"43","14:47:25.974365","b0:19:c6:23:c1:1e","ff:ff:ff:ff:ff:ff","802.11","-89 dBm","0.003691","Probe Request","","","","","1","","",""
"44","14:47:25.976415","02:73:8d:a0:1c:47","b0:19:c6:23:c1:1e","802.11","-61 dBm","0.002050","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"45","14:47:25.978583","02:73:8d:a0:1c:47","b0:19:c6:23:c1:1e","802.11","-61 dBm","0.002168","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"46","14:47:25.982833","02:73:8d:a0:1c:47","b0:19:c6:23:c1:1e","802.11","-61 dBm","0.004250","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"47","14:47:26.002222","02:73:8d:a0:1c:47","b0:19:c6:23:c1:1e","802.11","-61 dBm","0.019389","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"48","14:47:26.005752","02:73:8d:a0:1c:47","b0:19:c6:23:c1:1e","802.11","-61 dBm","0.003530","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"49","14:47:27.262286","d4:28:d5:c7:2f:01","ff:ff:ff:ff:ff:ff","802.11","-57 dBm","1.256534","Probe Request","TCL","Orange-Rise52","Telephone","","1","Orange-Rise52","Smartphone - dual mode",""
"50","14:47:27.264543","d4:28:d5:c7:2f:01","ff:ff:ff:ff:ff:ff","802.11","-57 dBm","0.002257","Probe Request","TCL","Orange-Rise52","Telephone","","1","Orange-Rise52","Smartphone - dual mode",""
"51","14:47:27.267990","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-69 dBm","0.003447","Probe Response","","","","Emikroszkop","1","","",""
"52","14:47:27.269621","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-83 dBm","0.001631","Probe Response","","","","Pince2","1","","",""
"53","14:47:27.271823","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-61 dBm","0.002202","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"54","14:47:27.273415","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001592","Probe Response","","","","Pince2","1","","",""
"55","14:47:27.275732","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-61 dBm","0.002317","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"56","14:47:27.351252","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-61 dBm","0.075520","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"57","14:47:27.353361","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-61 dBm","0.002109","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"58","14:47:27.355208","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-69 dBm","0.001847","Probe Response","","","","Emikroszkop","1","","",""
"59","14:47:27.356768","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-71 dBm","0.001560","Probe Response","","","","Emikroszkop","1","","",""
"60","14:47:27.358080","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001312","Probe Response","","","","Pince2","1","","",""
"61","14:47:27.359499","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-79 dBm","0.001419","Probe Response","","","","Pince2","1","","",""
"62","14:47:27.360857","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-79 dBm","0.001358","Probe Response","","","","Pince2","1","","",""
"63","14:47:27.433815","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.072958","Probe Response","","","","Pince2","1","","",""
"64","14:47:27.436398","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.002583","Probe Response","","","","Pince2","1","","",""
"65","14:47:27.437692","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001294","Probe Response","","","","Pince2","1","","",""
"66","14:47:27.439109","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001417","Probe Response","","","","Pince2","1","","",""
"67","14:47:27.440745","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001636","Probe Response","","","","Pince2","1","","",""
"68","14:47:27.443414","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.002669","Probe Response","","","","Pince2","1","","",""
"69","14:47:27.444772","18:a6:f7:c5:62:80","d4:28:d5:c7:2f:01","802.11","-81 dBm","0.001358","Probe Response","","","","Pince2","1","","",""
"70","14:47:27.569162","08:f4:ab:36:bc:5e","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.124390","Probe Request","","","","Internet","1","","",""
"71","14:47:27.570375","08:f4:ab:36:bc:5e","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.001213","Probe Request","","","","Internet","1","","",""
"72","14:47:42.288997","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-79 dBm","14.718622","Probe Response","","","","Pince2","1","","",""
"73","14:47:42.290404","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-79 dBm","0.001407","Probe Response","","","","Pince2","1","","",""
"74","14:47:42.291698","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-81 dBm","0.001294","Probe Response","","","","Pince2","1","","",""
"75","14:47:42.300768","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-79 dBm","0.009070","Probe Response","","","","Pince2","1","","",""
"76","14:47:42.302123","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-81 dBm","0.001355","Probe Response","","","","Pince2","1","","",""
"77","14:47:42.305117","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-83 dBm","0.002994","Probe Response","","","","Pince2","1","","",""
"78","14:47:43.106121","08:f4:ab:36:bc:5e","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.801004","Probe Request","","","","Internet","1","","",""
"79","14:47:43.107367","08:f4:ab:36:bc:5e","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.001246","Probe Request","","","","Internet","1","","",""
"80","14:47:43.660782","02:73:8d:a0:1c:47","92:5c:d9:a1:5b:14","802.11","-49 dBm","0.553415","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"81","14:47:43.989682","92:5c:d9:a1:5b:14","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","0.328900","Probe Request","","","","","1","","",""
"82","14:47:43.991746","02:73:8d:a0:1c:47","92:5c:d9:a1:5b:14","802.11","-61 dBm","0.002064","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"83","14:47:43.993690","02:73:8d:a0:1c:47","92:5c:d9:a1:5b:14","802.11","-61 dBm","0.001944","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"84","14:47:44.011540","92:5c:d9:a1:5b:14","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.017850","Probe Request","","","","","1","","",""
"85","14:47:44.012679","92:5c:d9:a1:5b:14","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.001139","Probe Request","","","","","1","","",""
"86","14:47:44.014538","02:73:8d:a0:1c:47","92:5c:d9:a1:5b:14","802.11","-61 dBm","0.001859","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"87","14:47:44.016744","02:73:8d:a0:1c:47","92:5c:d9:a1:5b:14","802.11","-61 dBm","0.002206","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"88","14:47:44.034296","92:5c:d9:a1:5b:14","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.017552","Probe Request","","","","","1","","",""
"89","14:47:44.035388","92:5c:d9:a1:5b:14","ff:ff:ff:ff:ff:ff","802.11","-95 dBm","0.001092","Probe Request","","","","","1","","",""
"90","14:47:44.037278","02:73:8d:a0:1c:47","92:5c:d9:a1:5b:14","802.11","-61 dBm","0.001890","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"91","14:47:44.039551","02:73:8d:a0:1c:47","92:5c:d9:a1:5b:14","802.11","-61 dBm","0.002273","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"92","14:47:44.633009","b0:19:c6:23:c1:1e","ff:ff:ff:ff:ff:ff","802.11","-83 dBm","0.593458","Probe Request","","","","Internet","1","","",""
"93","14:47:44.644523","b0:19:c6:23:c1:1e","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.011514","Probe Request","","","","Internet","1","","",""
"94","14:47:48.764711","b0:19:c6:23:c1:1e","ff:ff:ff:ff:ff:ff","802.11","-87 dBm","4.120188","Probe Request","","","","Internet","1","","",""
"95","14:47:58.693397","b8:27:eb:10:4c:b1","ff:ff:ff:ff:ff:ff","802.11","-89 dBm","9.928686","Probe Request","","","","","1","","",""
"96","14:47:58.695399","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-61 dBm","0.002002","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"97","14:47:58.696993","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-81 dBm","0.001594","Probe Response","","","","Pince2","1","","",""
"98","14:47:58.698402","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-81 dBm","0.001409","Probe Response","","","","Pince2","1","","",""
"99","14:47:58.699741","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-81 dBm","0.001339","Probe Response","","","","Pince2","1","","",""
"100","14:47:58.701093","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-81 dBm","0.001352","Probe Response","","","","Pince2","1","","",""
"101","14:47:58.703411","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-61 dBm","0.002318","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"102","14:47:58.705788","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-61 dBm","0.002377","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"103","14:47:58.714191","b8:27:eb:10:4c:b1","ff:ff:ff:ff:ff:ff","802.11","-93 dBm","0.008403","Probe Request","","","","","1","","",""
"104","14:47:58.717067","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-81 dBm","0.002876","Probe Response","","","","Pince2","1","","",""
"105","14:47:58.718368","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-79 dBm","0.001301","Probe Response","","","","Pince2","1","","",""
"106","14:47:58.719718","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-83 dBm","0.001350","Probe Response","","","","Pince2","1","","",""
"107","14:47:58.721120","18:a6:f7:c5:62:80","b8:27:eb:10:4c:b1","802.11","-81 dBm","0.001402","Probe Response","","","","Pince2","1","","",""
"108","14:47:58.723396","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-61 dBm","0.002276","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"109","14:47:58.725555","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-61 dBm","0.002159","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"110","14:47:58.727868","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-61 dBm","0.002313","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"111","14:47:58.741703","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-61 dBm","0.013835","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"112","14:47:58.743779","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-61 dBm","0.002076","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"113","14:47:58.759542","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-63 dBm","0.015763","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"114","14:47:58.761773","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-63 dBm","0.002231","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"115","14:47:58.764039","02:73:8d:a0:1c:47","b8:27:eb:10:4c:b1","802.11","-61 dBm","0.002266","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"116","14:48:02.021354","10:8e:e0:a0:23:82","ff:ff:ff:ff:ff:ff","802.11","-89 dBm","3.257315","Probe Request","","","","Internet","1","","",""
"117","14:48:02.041588","10:8e:e0:a0:23:82","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.020234","Probe Request","","","","Internet","1","","",""
"118","14:48:07.285993","d4:28:d5:c7:2f:01","ff:ff:ff:ff:ff:ff","802.11","-69 dBm","5.244405","Probe Request","TCL","Orange-Rise52","Telephone","","1","Orange-Rise52","Smartphone - dual mode",""
"119","14:48:07.288196","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-49 dBm","0.002203","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"120","14:48:07.291792","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-71 dBm","0.003596","Probe Response","","","","Emikroszkop","1","","",""
"121","14:48:07.294596","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-61 dBm","0.002804","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"122","14:48:07.373785","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-69 dBm","0.079189","Probe Response","","","","Emikroszkop","1","","",""
"123","14:48:07.375342","b0:48:7a:e7:fe:3e","d4:28:d5:c7:2f:01","802.11","-69 dBm","0.001557","Probe Response","","","","Emikroszkop","1","","",""
"124","14:48:07.377281","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-61 dBm","0.001939","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"125","14:48:07.379519","02:73:8d:a0:1c:47","d4:28:d5:c7:2f:01","802.11","-61 dBm","0.002238","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"126","14:48:12.393121","10:8e:e0:a0:23:82","ff:ff:ff:ff:ff:ff","802.11","-83 dBm","5.013602","Probe Request","","","","Internet","1","","",""
"127","14:48:12.413701","10:8e:e0:a0:23:82","ff:ff:ff:ff:ff:ff","802.11","-81 dBm","0.020580","Probe Request","","","","Internet","1","","",""
"128","14:48:20.075915","f0:18:98:37:e3:42","ff:ff:ff:ff:ff:ff","802.11","-89 dBm","7.662214","Probe Request","","","","Internet","1","","",""
"129","14:48:20.085689","f0:18:98:37:e3:42","ff:ff:ff:ff:ff:ff","802.11","-91 dBm","0.009774","Probe Request","","","","Internet","1","","",""
"130","14:48:25.956181","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-79 dBm","5.870492","Probe Response","","","","Pince2","1","","",""
"131","14:48:25.957505","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-81 dBm","0.001324","Probe Response","","","","Pince2","1","","",""
"132","14:48:25.958803","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-79 dBm","0.001298","Probe Response","","","","Pince2","1","","",""
"133","14:48:25.960240","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-79 dBm","0.001437","Probe Response","","","","Pince2","1","","",""
"134","14:48:25.961570","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-81 dBm","0.001330","Probe Response","","","","Pince2","1","","",""
"135","14:48:25.962956","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-79 dBm","0.001386","Probe Response","","","","Pince2","1","","",""
"136","14:48:25.965162","02:73:8d:a0:1c:47","30:3a:64:74:91:b3","802.11","-53 dBm","0.002206","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"137","14:48:25.967289","02:73:8d:a0:1c:47","30:3a:64:74:91:b3","802.11","-53 dBm","0.002127","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"138","14:48:25.969514","02:73:8d:a0:1c:47","30:3a:64:74:91:b3","802.11","-53 dBm","0.002225","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"139","14:48:25.971112","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-79 dBm","0.001598","Probe Response","","","","Pince2","1","","",""
"140","14:48:25.972552","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-81 dBm","0.001440","Probe Response","","","","Pince2","1","","",""
"141","14:48:26.524434","30:3a:64:74:91:b3","ff:ff:ff:ff:ff:ff","802.11","-51 dBm","0.551882","Probe Request","","","","","1","","",""
"142","14:48:26.526710","02:73:8d:a0:1c:47","30:3a:64:74:91:b3","802.11","-53 dBm","0.002276","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"143","14:48:26.530321","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-81 dBm","0.003611","Probe Response","","","","Pince2","1","","",""
"144","14:48:26.531654","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-81 dBm","0.001333","Probe Response","","","","Pince2","1","","",""
"145","14:48:26.533345","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-81 dBm","0.001691","Probe Response","","","","Pince2","1","","",""
"146","14:48:26.535817","30:3a:64:74:91:b3","ff:ff:ff:ff:ff:ff","802.11","-51 dBm","0.002472","Probe Request","","","","Internet","1","","",""
"147","14:48:26.537218","30:3a:64:74:91:b3","ff:ff:ff:ff:ff:ff","802.11","-51 dBm","0.001401","Probe Request","","","","","1","","",""
"148","14:48:26.539538","02:73:8d:a0:1c:47","30:3a:64:74:91:b3","802.11","-53 dBm","0.002320","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"149","14:48:26.541445","b0:48:7a:e7:fe:3e","30:3a:64:74:91:b3","802.11","-67 dBm","0.001907","Probe Response","","","","Emikroszkop","1","","",""
"150","14:48:26.542993","18:a6:f7:c5:62:80","30:3a:64:74:91:b3","802.11","-81 dBm","0.001548","Probe Response","","","","Pince2","1","","",""
"151","14:48:33.608629","b0:48:7a:e7:fe:3e","bc:a5:8b:3a:d7:d2","802.11","-67 dBm","7.065636","Probe Response","","","","Emikroszkop","1","","",""
"152","14:48:33.648054","b0:48:7a:e7:fe:3e","bc:a5:8b:3a:d7:d2","802.11","-67 dBm","0.039425","Probe Response","","","","Emikroszkop","1","","",""
"153","14:48:41.927043","02:73:8d:a0:1c:47","30:3a:64:74:91:b3","802.11","-47 dBm","8.278989","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"154","14:48:41.931863","02:73:8d:a0:1c:47","30:3a:64:74:91:b3","802.11","-45 dBm","0.004820","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"155","14:48:41.934020","02:73:8d:a0:1c:47","30:3a:64:74:91:b3","802.11","-53 dBm","0.002157","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
"156","14:48:43.572807","02:8d:27:ee:31:c2","ff:ff:ff:ff:ff:ff","802.11","-69 dBm","1.638787","Probe Request","","","","","1","","",""
"157","14:48:43.574904","02:73:8d:a0:1c:47","02:8d:27:ee:31:c2","802.11","-51 dBm","0.002097","Probe Response","","","Telephone","Internet5Ga","1","CINK FIVE","Smartphone - dual mode",""
