activity_ID,mac_address,vendor,first_Try,second_try,third_try,dist_1,dist_2,dist_3,LAT,LON,
55,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,5.526628645526842E-10,46.52291695384231,24.598656738170092,
56,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,5.526628645526842E-10,46.52291695384231,24.598656738170092,
57,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,5.526628645526842E-10,46.52291695384231,24.598656738170092,
58,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,5.526628645526842E-10,46.52291695384231,24.598656738170092,
59,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,5.526628645526842E-10,46.52291695384231,24.598656738170092,
60,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,2.1007760302633236E-9,46.52291695384231,24.598656738170092,
61,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,2.1007760302633236E-9,46.52291695384231,24.598656738170092,
62,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,2.1007760302633236E-9,46.52291695384231,24.598656738170092,
63,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
64,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
65,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
66,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
67,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
68,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
69,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
70,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
71,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
72,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
73,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
74,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
75,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
76,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
77,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
78,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
79,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
80,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
81,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
82,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
83,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
84,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
85,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
86,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
87,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,2.1007760302633236E-9,46.52291695384231,24.598656738170092,
88,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
89,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
90,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
91,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
92,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
93,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
94,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
95,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
96,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
97,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
98,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
99,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
100,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
101,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
102,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
103,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
104,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,2.1007760302633236E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
105,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
106,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
107,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
108,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
109,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
110,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
111,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
112,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
113,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
114,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
115,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
116,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
117,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
118,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
119,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
120,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
121,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
122,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
123,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
124,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
125,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
126,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
127,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
128,04:56:04:bd:cb:fe,Gionee Communication Equipment Co, Ltd,Internet,Internet5Ga,Internet5Gb,2.1007760302633236E-9,6.8218941728741545E-9,6.8218941728741545E-9,46.52291695384231,24.598656738170092,
