mac_address      ,vendor                ,time,LAT          ,LON               ,
da:a1:19:20:5b:81,Google                ,Inc ,1551161948000,46.52283992053468 ,24.598696664290355,
88:bd:45:ee:3f:8f,Samsung Electronics Co,Ltd ,1551167688000,46.522808709832795,24.59867132107586 ,
